order,sub_no,cond,trial,id,p,x,q,y,choice
8,9,1,176,29,80,410,100,10,0
8,9,1,177,100,80,490,100,460,1
8,9,1,178,114,20,500,60,460,1
8,9,1,179,46,40,460,60,310,1
9,10,0,0,146,80,500,100,10,1
9,10,0,1,174,80,500,60,20,0
9,10,0,2,51,40,100,100,50,1
9,10,0,3,96,60,200,100,100,1
9,10,0,4,153,100,10,20,10,0
9,10,0,5,160,60,500,20,500,0
9,10,0,6,13,20,50,80,10,1
9,10,0,7,5,40,20,60,10,1
9,10,0,8,173,40,200,20,50,0
9,10,0,9,19,40,50,60,10,0
9,10,0,10,109,20,500,40,50,0
9,10,0,11,43,40,100,60,10,1
9,10,0,12,167,100,200,100,10,0
9,10,0,13,45,40,100,100,10,1
9,10,0,14,107,20,500,80,20,1
9,10,0,15,166,60,200,20,10,0
9,10,0,16,38,20,100,100,20,1
9,10,0,17,8,60,20,80,10,0
9,10,0,18,115,20,500,80,100,1
9,10,0,19,126,40,500,100,20,1
9,10,0,20,155,20,500,20,100,0
9,10,0,21,137,60,500,100,10,1
9,10,0,22,92,60,200,100,20,1
9,10,0,23,94,60,200,100,50,1
9,10,0,24,16,20,50,60,20,1
9,10,0,25,133,40,500,60,200,1
9,10,0,26,50,40,100,80,50,1
9,10,0,27,141,60,500,100,50,1
9,10,0,28,135,40,500,100,200,1
9,10,0,29,172,80,20,60,10,0
9,10,0,30,2,20,20,60,10,1
9,10,0,31,65,20,200,40,20,0
9,10,0,32,81,40,200,80,20,1
9,10,0,33,59,80,100,100,20,1
9,10,0,34,125,40,500,80,20,1
9,10,0,35,117,20,500,40,200,1
9,10,0,36,140,60,500,80,50,0
9,10,0,37,128,40,500,80,50,1
9,10,0,38,179,100,200,20,20,0
9,10,0,39,30,80,50,100,20,1
9,10,0,40,77,40,200,60,10,1
9,10,0,41,11,20,50,40,10,1
9,10,0,42,95,60,200,80,100,0
9,10,0,43,154,80,500,40,20,0
9,10,0,44,177,100,200,80,50,0
9,10,0,45,62,20,200,60,10,1
9,10,0,46,180,60,50,20,50,0
9,10,0,47,162,80,200,80,100,0
9,10,0,48,27,60,50,80,20,1
9,10,0,49,52,60,100,80,10,1
9,10,0,50,93,60,200,80,50,0
9,10,0,51,58,80,100,100,10,1
9,10,0,52,88,40,200,100,100,1
9,10,0,53,29,80,50,100,10,0
9,10,0,54,7,40,20,100,10,1
9,10,0,55,44,40,100,80,10,1
9,10,0,56,161,80,200,40,100,0
9,10,0,57,123,40,500,100,10,1
9,10,0,58,41,20,100,80,50,1
9,10,0,59,178,60,500,60,200,0
9,10,0,60,136,60,500,80,10,0
9,10,0,61,124,40,500,60,20,1
9,10,0,62,28,60,50,100,20,1
9,10,0,63,63,20,200,80,10,0
9,10,0,64,164,100,200,100,100,0
9,10,0,65,9,60,20,100,10,1
9,10,0,66,134,40,500,80,200,1
9,10,0,67,32,20,100,60,10,0
9,10,0,68,176,60,20,20,20,0
9,10,0,69,158,40,100,20,10,0
9,10,0,70,20,40,50,80,10,1
9,10,0,71,82,40,200,100,20,1
9,10,0,72,24,40,50,100,20,1
9,10,0,73,69,20,200,40,50,1
9,10,0,74,91,60,200,80,20,0
9,10,0,75,151,100,500,80,20,0
9,10,0,76,150,80,500,100,200,1
9,10,0,77,84,40,200,80,50,1
9,10,0,78,131,40,500,80,100,1
9,10,0,79,22,40,50,60,20,1
9,10,0,80,97,80,200,100,10,1
9,10,0,81,21,40,50,100,10,1
9,10,0,82,53,60,100,100,10,1
9,10,0,83,148,80,500,100,50,1
9,10,0,84,34,20,100,100,10,1
9,10,0,85,4,20,20,100,10,1
9,10,0,86,23,40,50,80,20,1
9,10,0,87,132,40,500,100,100,1
9,10,0,88,163,40,200,40,10,0
9,10,0,89,116,20,500,100,100,1
9,10,0,90,111,20,500,80,50,1
9,10,0,91,75,20,200,80,100,1
9,10,0,92,61,20,200,40,10,0
9,10,0,93,175,100,200,40,50,0
9,10,0,94,47,40,100,80,20,1
9,10,0,95,121,40,500,60,10,1
9,10,0,96,86,40,200,60,100,1
9,10,0,97,66,20,200,60,20,0
9,10,0,98,98,80,200,100,20,1
9,10,0,99,144,60,500,80,200,1
9,10,0,100,42,20,100,100,50,1
9,10,0,101,101,20,500,40,10,0
9,10,0,102,57,60,100,100,50,1
9,10,0,103,110,20,500,60,50,1
9,10,0,104,119,20,500,80,200,1
9,10,0,105,6,40,20,80,10,1
9,10,0,106,169,20,500,20,50,0
9,10,0,107,170,80,500,40,500,0
9,10,0,108,106,20,500,60,20,0
9,10,0,109,60,80,100,100,50,1
9,10,0,110,149,80,500,100,100,0
9,10,0,111,100,80,200,100,100,1
9,10,0,112,79,40,200,100,10,1
9,10,0,113,112,20,500,100,50,1
9,10,0,114,25,60,50,80,10,1
9,10,0,115,54,60,100,80,20,1
9,10,0,116,130,40,500,60,100,1
9,10,0,117,31,20,100,40,10,1
9,10,0,118,71,20,200,80,50,1
9,10,0,119,145,60,500,100,200,1
9,10,0,120,17,20,50,80,20,1
9,10,0,121,49,40,100,60,50,1
9,10,0,122,143,60,500,100,100,1
9,10,0,123,103,20,500,80,10,1
9,10,0,124,15,20,50,40,20,1
9,10,0,125,114,20,500,60,100,1
9,10,0,126,152,100,100,100,20,0
9,10,0,127,12,20,50,60,10,1
9,10,0,128,157,80,200,80,20,0
9,10,0,129,139,60,500,100,20,1
9,10,0,130,64,20,200,100,10,1
9,10,0,131,147,80,500,100,20,0
9,10,0,132,122,40,500,80,10,1
9,10,0,133,120,20,500,100,200,1
9,10,0,134,3,20,20,80,10,1
9,10,0,135,56,60,100,80,50,1
9,10,0,136,127,40,500,60,50,0
9,10,0,137,36,20,100,60,20,1
9,10,0,138,78,40,200,80,10,0
9,10,0,139,35,20,100,40,20,1
9,10,0,140,142,60,500,80,100,1
9,10,0,141,87,40,200,80,100,1
9,10,0,142,68,20,200,100,20,1
9,10,0,143,14,20,50,100,10,1
9,10,0,144,90,60,200,100,10,1
9,10,0,145,40,20,100,60,50,1
9,10,0,146,104,20,500,100,10,1
9,10,0,147,74,20,200,60,100,1
9,10,0,148,26,60,50,100,10,1
9,10,0,149,102,20,500,60,10,0
9,10,0,150,67,20,200,80,20,1
9,10,0,151,83,40,200,60,50,1
9,10,0,152,80,40,200,60,20,0
9,10,0,153,99,80,200,100,50,1
9,10,0,154,39,20,100,40,50,1
9,10,0,155,10,80,20,100,10,1
9,10,0,156,129,40,500,100,50,1
9,10,0,157,72,20,200,100,50,1
9,10,0,158,73,20,200,40,100,1
9,10,0,159,108,20,500,100,20,1
9,10,0,160,171,60,20,20,10,0
9,10,0,161,165,20,50,20,10,0
9,10,0,162,168,100,10,80,10,0
9,10,0,163,156,100,100,20,100,0
9,10,0,164,55,60,100,100,20,1
9,10,0,165,138,60,500,80,20,0
9,10,0,166,46,40,100,60,20,1
9,10,0,167,85,40,200,100,50,1
9,10,0,168,18,20,50,100,20,1
9,10,0,169,105,20,500,40,20,0
9,10,0,170,37,20,100,80,20,1
9,10,0,171,118,20,500,60,200,1
9,10,0,172,89,60,200,80,10,1
9,10,0,173,33,20,100,80,10,1
9,10,0,174,48,40,100,100,20,1
9,10,0,175,159,100,200,20,100,0
9,10,0,176,70,20,200,60,50,1
9,10,0,177,113,20,500,40,100,0
9,10,0,178,1,20,20,40,10,1
9,10,0,179,76,20,200,100,100,1
10,6,0,0,31,20,100,40,10,1
10,6,0,1,36,20,100,60,20,1
10,6,0,2,32,20,100,60,10,1
10,6,0,3,137,60,500,100,10,0
10,6,0,4,28,60,50,100,20,0
10,6,0,5,56,60,100,80,50,1
10,6,0,6,96,60,200,100,100,1
10,6,0,7,113,20,500,40,100,1
10,6,0,8,19,40,50,60,10,1
10,6,0,9,99,80,200,100,50,1
10,6,0,10,93,60,200,80,50,1
10,6,0,11,159,100,200,20,100,0
10,6,0,12,84,40,200,80,50,1
10,6,0,13,166,60,200,20,10,0
10,6,0,14,135,40,500,100,200,1
10,6,0,15,175,100,200,40,50,0
10,6,0,16,125,40,500,80,20,1
10,6,0,17,95,60,200,80,100,1
10,6,0,18,104,20,500,100,10,1
10,6,0,19,120,20,500,100,200,1
10,6,0,20,75,20,200,80,100,1
10,6,0,21,155,20,500,20,100,1
10,6,0,22,78,40,200,80,10,1
10,6,0,23,73,20,200,40,100,1
10,6,0,24,111,20,500,80,50,1
10,6,0,25,65,20,200,40,20,0
10,6,0,26,167,100,200,100,10,0
10,6,0,27,133,40,500,60,200,1
10,6,0,28,154,80,500,40,20,0
10,6,0,29,116,20,500,100,100,1
10,6,0,30,29,80,50,100,10,1
10,6,0,31,12,20,50,60,10,0
10,6,0,32,122,40,500,80,10,0
10,6,0,33,136,60,500,80,10,0
10,6,0,34,71,20,200,80,50,1
10,6,0,35,42,20,100,100,50,1
10,6,0,36,27,60,50,80,20,0
10,6,0,37,80,40,200,60,20,1
10,6,0,38,115,20,500,80,100,1
10,6,0,39,145,60,500,100,200,1
10,6,0,40,100,80,200,100,100,1
10,6,0,41,168,100,10,80,10,0
10,6,0,42,79,40,200,100,10,0
10,6,0,43,161,80,200,40,100,0
10,6,0,44,70,20,200,60,50,0
10,6,0,45,6,40,20,80,10,1
10,6,0,46,1,20,20,40,10,1
10,6,0,47,165,20,50,20,10,1
10,6,0,48,162,80,200,80,100,0
10,6,0,49,39,20,100,40,50,1
10,6,0,50,41,20,100,80,50,1
10,6,0,51,131,40,500,80,100,1
10,6,0,52,127,40,500,60,50,1
10,6,0,53,118,20,500,60,200,1
10,6,0,54,66,20,200,60,20,1
10,6,0,55,9,60,20,100,10,1
10,6,0,56,160,60,500,20,500,0
10,6,0,57,21,40,50,100,10,1
10,6,0,58,11,20,50,40,10,0
10,6,0,59,138,60,500,80,20,0
10,6,0,60,101,20,500,40,10,1
10,6,0,61,35,20,100,40,20,1
10,6,0,62,76,20,200,100,100,1
10,6,0,63,43,40,100,60,10,0
10,6,0,64,146,80,500,100,10,1
10,6,0,65,77,40,200,60,10,1
10,6,0,66,91,60,200,80,20,0
10,6,0,67,140,60,500,80,50,0
10,6,0,68,134,40,500,80,200,1
10,6,0,69,46,40,100,60,20,0
10,6,0,70,52,60,100,80,10,0
10,6,0,71,45,40,100,100,10,1
10,6,0,72,177,100,200,80,50,0
10,6,0,73,48,40,100,100,20,1
10,6,0,74,22,40,50,60,20,1
10,6,0,75,53,60,100,100,10,0
10,6,0,76,158,40,100,20,10,0
10,6,0,77,114,20,500,60,100,1
10,6,0,78,14,20,50,100,10,1
10,6,0,79,83,40,200,60,50,1
10,6,0,80,102,20,500,60,10,0
10,6,0,81,8,60,20,80,10,1
10,6,0,82,59,80,100,100,20,1
10,6,0,83,82,40,200,100,20,1
10,6,0,84,38,20,100,100,20,1
10,6,0,85,119,20,500,80,200,1
10,6,0,86,5,40,20,60,10,0
10,6,0,87,130,40,500,60,100,1
10,6,0,88,87,40,200,80,100,1
10,6,0,89,90,60,200,100,10,0
10,6,0,90,171,60,20,20,10,0
10,6,0,91,121,40,500,60,10,0
10,6,0,92,124,40,500,60,20,0
10,6,0,93,150,80,500,100,200,0
10,6,0,94,117,20,500,40,200,1
10,6,0,95,2,20,20,60,10,1
10,6,0,96,107,20,500,80,20,1
10,6,0,97,61,20,200,40,10,1
10,6,0,98,88,40,200,100,100,1
10,6,0,99,164,100,200,100,100,0
10,6,0,100,144,60,500,80,200,1
10,6,0,101,172,80,20,60,10,0
10,6,0,102,64,20,200,100,10,1
10,6,0,103,72,20,200,100,50,1
10,6,0,104,178,60,500,60,200,0
10,6,0,105,40,20,100,60,50,1
10,6,0,106,143,60,500,100,100,1
10,6,0,107,163,40,200,40,10,0
10,6,0,108,47,40,100,80,20,1
10,6,0,109,24,40,50,100,20,1
10,6,0,110,4,20,20,100,10,1
10,6,0,111,18,20,50,100,20,1
10,6,0,112,108,20,500,100,20,1
10,6,0,113,37,20,100,80,20,1
10,6,0,114,3,20,20,80,10,1
10,6,0,115,15,20,50,40,20,1
10,6,0,116,7,40,20,100,10,1
10,6,0,117,147,80,500,100,20,0
10,6,0,118,30,80,50,100,20,1
10,6,0,119,62,20,200,60,10,0
10,6,0,120,103,20,500,80,10,1
10,6,0,121,34,20,100,100,10,1
10,6,0,122,49,40,100,60,50,1
10,6,0,123,139,60,500,100,20,1
10,6,0,124,68,20,200,100,20,1
10,6,0,125,44,40,100,80,10,0
10,6,0,126,17,20,50,80,20,1
10,6,0,127,51,40,100,100,50,1
10,6,0,128,20,40,50,80,10,1
10,6,0,129,152,100,100,100,20,1
10,6,0,130,13,20,50,80,10,1
10,6,0,131,180,60,50,20,50,0
10,6,0,132,174,80,500,60,20,0
10,6,0,133,60,80,100,100,50,1
10,6,0,134,86,40,200,60,100,1
10,6,0,135,69,20,200,40,50,1
10,6,0,136,94,60,200,100,50,1
10,6,0,137,142,60,500,80,100,1
10,6,0,138,54,60,100,80,20,1
10,6,0,139,105,20,500,40,20,1
10,6,0,140,74,20,200,60,100,1
10,6,0,141,57,60,100,100,50,1
10,6,0,142,129,40,500,100,50,1
10,6,0,143,25,60,50,80,10,1
10,6,0,144,16,20,50,60,20,0
10,6,0,145,85,40,200,100,50,1
10,6,0,146,151,100,500,80,20,0
10,6,0,147,156,100,100,20,100,0
10,6,0,148,123,40,500,100,10,1
10,6,0,149,89,60,200,80,10,1
10,6,0,150,179,100,200,20,20,0
10,6,0,151,33,20,100,80,10,1
10,6,0,152,141,60,500,100,50,1
10,6,0,153,106,20,500,60,20,1
10,6,0,154,128,40,500,80,50,0
10,6,0,155,67,20,200,80,20,1
10,6,0,156,50,40,100,80,50,1
10,6,0,157,23,40,50,80,20,1
10,6,0,158,173,40,200,20,50,0
10,6,0,159,55,60,100,100,20,1
10,6,0,160,153,100,10,20,10,1
10,6,0,161,112,20,500,100,50,1
10,6,0,162,10,80,20,100,10,1
10,6,0,163,97,80,200,100,10,1
10,6,0,164,98,80,200,100,20,1
10,6,0,165,26,60,50,100,10,1
10,6,0,166,132,40,500,100,100,1
10,6,0,167,170,80,500,40,500,0
10,6,0,168,110,20,500,60,50,1
10,6,0,169,63,20,200,80,10,1
10,6,0,170,92,60,200,100,20,1
10,6,0,171,148,80,500,100,50,1
10,6,0,172,149,80,500,100,100,1
10,6,0,173,126,40,500,100,20,1
10,6,0,174,81,40,200,80,20,1
10,6,0,175,157,80,200,80,20,0
10,6,0,176,169,20,500,20,50,0
10,6,0,177,58,80,100,100,10,1
10,6,0,178,109,20,500,40,50,1
10,6,0,179,176,60,20,20,20,0
11,11,1,0,147,80,500,100,310,1
11,11,1,1,174,80,500,60,310,0
11,11,1,2,125,40,500,80,310,1
11,11,1,3,158,40,460,20,10,0
11,11,1,4,18,20,410,100,310,1
11,11,1,5,26,60,410,100,10,0
11,11,1,6,176,60,310,20,310,0
11,11,1,7,120,20,500,100,490,1
11,11,1,8,154,80,500,40,310,0
11,11,1,9,22,40,410,60,310,1
11,11,1,10,117,20,500,40,490,0
11,11,1,11,96,60,490,100,460,1
11,11,1,12,130,40,500,60,460,1
11,11,1,13,44,40,460,80,10,0
11,11,1,14,76,20,490,100,460,1
11,11,1,15,83,40,490,60,410,1
11,11,1,16,60,80,460,100,410,1
11,11,1,17,95,60,490,80,460,1
11,11,1,18,63,20,490,80,10,0
11,11,1,19,24,40,410,100,310,1
11,11,1,20,164,100,490,100,460,0
11,11,1,21,65,20,490,40,310,1
11,11,1,22,163,40,490,40,10,0
11,11,1,23,153,100,10,20,10,0
11,11,1,24,168,100,10,80,10,0
11,11,1,25,105,20,500,40,310,1
11,11,1,26,4,20,310,100,10,1
11,11,1,27,48,40,460,100,310,1
11,11,1,28,69,20,490,40,410,1
11,11,1,29,146,80,500,100,10,0
11,11,1,30,160,60,500,20,500,0
11,11,1,31,50,40,460,80,410,1
11,11,1,32,80,40,490,60,310,1
11,11,1,33,54,60,460,80,310,1
11,11,1,34,71,20,490,80,410,1
11,11,1,35,31,20,460,40,10,0
11,11,1,36,102,20,500,60,10,0
11,11,1,37,135,40,500,100,490,1
11,11,1,38,180,60,410,20,410,0
11,11,1,39,15,20,410,40,310,1
11,11,1,40,10,80,310,100,10,0
11,11,1,41,139,60,500,100,310,1
11,11,1,42,161,80,490,40,460,0
11,11,1,43,85,40,490,100,410,1
11,11,1,44,9,60,310,100,10,0
11,11,1,45,114,20,500,60,460,1
11,11,1,46,107,20,500,80,310,1
11,11,1,47,89,60,490,80,10,0
11,11,1,48,175,100,490,40,410,0
11,11,1,49,140,60,500,80,410,1
11,11,1,50,43,40,460,60,10,0
11,11,1,51,112,20,500,100,410,1
11,11,1,52,45,40,460,100,10,0
11,11,1,53,98,80,490,100,310,1
11,11,1,54,7,40,310,100,10,0
11,11,1,55,91,60,490,80,310,1
11,11,1,56,126,40,500,100,310,1
11,11,1,57,52,60,460,80,10,0
11,11,1,58,12,20,410,60,10,0
11,11,1,59,35,20,460,40,310,1
11,11,1,60,115,20,500,80,460,1
11,11,1,61,58,80,460,100,10,0
11,11,1,62,162,80,490,80,460,0
11,11,1,63,136,60,500,80,10,0
11,11,1,64,42,20,460,100,410,1
11,11,1,65,14,20,410,100,10,0
11,11,1,66,11,20,410,40,10,0
11,11,1,67,142,60,500,80,460,1
11,11,1,68,84,40,490,80,410,1
11,11,1,69,82,40,490,100,310,1
11,11,1,70,29,80,410,100,10,0
11,11,1,71,137,60,500,100,10,0
11,11,1,72,133,40,500,60,490,1
11,11,1,73,156,100,460,20,460,0
11,11,1,74,149,80,500,100,460,1
11,11,1,75,113,20,500,40,460,1
11,11,1,76,27,60,410,80,310,1
11,11,1,77,6,40,310,80,10,0
11,11,1,78,122,40,500,80,10,0
11,11,1,79,59,80,460,100,310,1
11,11,1,80,151,100,500,80,310,0
11,11,1,81,132,40,500,100,460,1
11,11,1,82,28,60,410,100,310,1
11,11,1,83,73,20,490,40,460,1
11,11,1,84,134,40,500,80,490,1
11,11,1,85,39,20,460,40,410,1
11,11,1,86,61,20,490,40,10,0
11,11,1,87,106,20,500,60,310,1
11,11,1,88,40,20,460,60,410,1
11,11,1,89,178,60,500,60,490,0
11,11,1,90,157,80,490,80,310,0
11,11,1,91,155,20,500,20,460,0
11,11,1,92,53,60,460,100,10,0
11,11,1,93,49,40,460,60,410,1
11,11,1,94,38,20,460,100,310,1
11,11,1,95,99,80,490,100,410,1
11,11,1,96,20,40,410,80,10,0
11,11,1,97,118,20,500,60,490,1
11,11,1,98,30,80,410,100,310,1
11,11,1,99,128,40,500,80,410,1
11,11,1,100,57,60,460,100,410,1
11,11,1,101,170,80,500,40,500,0
11,11,1,102,72,20,490,100,410,1
11,11,1,103,70,20,490,60,410,1
11,11,1,104,100,80,490,100,460,1
11,11,1,105,111,20,500,80,410,1
11,11,1,106,1,20,310,40,10,0
11,11,1,107,16,20,410,60,310,1
11,11,1,108,119,20,500,80,490,1
11,11,1,109,74,20,490,60,460,1
11,11,1,110,169,20,500,20,410,0
11,11,1,111,159,100,490,20,460,0
11,11,1,112,173,40,490,20,410,0
11,11,1,113,124,40,500,60,310,0
11,11,1,114,67,20,490,80,310,1
11,11,1,115,66,20,490,60,310,1
11,11,1,116,5,40,310,60,10,0
11,11,1,117,47,40,460,80,310,1
11,11,1,118,141,60,500,100,410,1
11,11,1,119,123,40,500,100,10,0
11,11,1,120,62,20,490,60,10,0
11,11,1,121,109,20,500,40,410,1
11,11,1,122,138,60,500,80,310,0
11,11,1,123,55,60,460,100,310,1
11,11,1,124,165,20,410,20,10,0
11,11,1,125,2,20,310,60,10,0
11,11,1,126,144,60,500,80,490,1
11,11,1,127,92,60,490,100,310,1
11,11,1,128,51,40,460,100,410,1
11,11,1,129,17,20,410,80,310,1
11,11,1,130,131,40,500,80,460,1
11,11,1,131,21,40,410,100,10,0
11,11,1,132,108,20,500,100,310,1
11,11,1,133,145,60,500,100,490,1
11,11,1,134,36,20,460,60,310,1
11,11,1,135,94,60,490,100,410,1
11,11,1,136,64,20,490,100,10,0
11,11,1,137,104,20,500,100,10,0
11,11,1,138,148,80,500,100,410,1
11,11,1,139,19,40,410,60,10,0
11,11,1,140,101,20,500,40,10,0
11,11,1,141,143,60,500,100,460,1
11,11,1,142,75,20,490,80,460,1
11,11,1,143,127,40,500,60,410,1
11,11,1,144,177,100,490,80,410,0
11,11,1,145,77,40,490,60,10,0
11,11,1,146,121,40,500,60,10,0
11,11,1,147,25,60,410,80,10,0
11,11,1,148,32,20,460,60,10,0
11,11,1,149,171,60,310,20,10,0
11,11,1,150,103,20,500,80,10,0
11,11,1,151,97,80,490,100,10,0
11,11,1,152,37,20,460,80,310,1
11,11,1,153,13,20,410,80,10,0
11,11,1,154,56,60,460,80,410,1
11,11,1,155,46,40,460,60,310,0
11,11,1,156,68,20,490,100,310,1
11,11,1,157,8,60,310,80,10,0
11,11,1,158,110,20,500,60,410,1
11,11,1,159,33,20,460,80,10,0
11,11,1,160,93,60,490,80,410,1
11,11,1,161,3,20,310,80,10,0
11,11,1,162,179,100,490,20,310,0
11,11,1,163,150,80,500,100,490,1
11,11,1,164,34,20,460,100,10,0
11,11,1,165,81,40,490,80,310,1
11,11,1,166,167,100,490,100,10,0
11,11,1,167,116,20,500,100,460,1
11,11,1,168,172,80,310,60,10,0
11,11,1,169,79,40,490,100,10,0
11,11,1,170,166,60,490,20,10,0
11,11,1,171,86,40,490,60,460,1
11,11,1,172,90,60,490,100,10,0
11,11,1,173,41,20,460,80,410,1
11,11,1,174,152,100,460,100,310,0
11,11,1,175,88,40,490,100,460,1
11,11,1,176,78,40,490,80,10,0
11,11,1,177,129,40,500,100,410,1
11,11,1,178,87,40,490,80,460,1
11,11,1,179,23,40,410,80,310,1
12,12,0,0,137,60,500,100,10,0
12,12,0,1,112,20,500,100,50,1
12,12,0,2,142,60,500,80,100,0
12,12,0,3,119,20,500,80,200,1
12,12,0,4,6,40,20,80,10,1
12,12,0,5,87,40,200,80,100,1
12,12,0,6,141,60,500,100,50,0
12,12,0,7,158,40,100,20,10,0
12,12,0,8,12,20,50,60,10,0
12,12,0,9,111,20,500,80,50,1
12,12,0,10,75,20,200,80,100,1
12,12,0,11,140,60,500,80,50,0
12,12,0,12,81,40,200,80,20,0
12,12,0,13,117,20,500,40,200,1
12,12,0,14,61,20,200,40,10,1
12,12,0,15,77,40,200,60,10,0
12,12,0,16,107,20,500,80,20,1
12,12,0,17,155,20,500,20,100,0
12,12,0,18,130,40,500,60,100,0
12,12,0,19,157,80,200,80,20,0
12,12,0,20,58,80,100,100,10,0
12,12,0,21,19,40,50,60,10,0
12,12,0,22,47,40,100,80,20,0
12,12,0,23,7,40,20,100,10,1
12,12,0,24,96,60,200,100,100,1
12,12,0,25,164,100,200,100,100,0
12,12,0,26,67,20,200,80,20,0
12,12,0,27,92,60,200,100,20,0
12,12,0,28,147,80,500,100,20,0
12,12,0,29,5,40,20,60,10,1
12,12,0,30,27,60,50,80,20,0
12,12,0,31,154,80,500,40,20,0
12,12,0,32,17,20,50,80,20,1
12,12,0,33,138,60,500,80,20,1
12,12,0,34,169,20,500,20,50,1
12,12,0,35,80,40,200,60,20,1
12,12,0,36,32,20,100,60,10,1
12,12,0,37,68,20,200,100,20,1
12,12,0,38,180,60,50,20,50,0
12,12,0,39,106,20,500,60,20,0
12,12,0,40,28,60,50,100,20,1
12,12,0,41,90,60,200,100,10,0
12,12,0,42,101,20,500,40,10,0
12,12,0,43,108,20,500,100,20,1
12,12,0,44,144,60,500,80,200,1
12,12,0,45,50,40,100,80,50,1
12,12,0,46,127,40,500,60,50,1
12,12,0,47,85,40,200,100,50,1
12,12,0,48,53,60,100,100,10,0
12,12,0,49,126,40,500,100,20,0
12,12,0,50,149,80,500,100,100,1
12,12,0,51,125,40,500,80,20,0
12,12,0,52,4,20,20,100,10,1
12,12,0,53,52,60,100,80,10,0
12,12,0,54,134,40,500,80,200,1
12,12,0,55,120,20,500,100,200,1
12,12,0,56,113,20,500,40,100,1
12,12,0,57,103,20,500,80,10,1
12,12,0,58,110,20,500,60,50,0
12,12,0,59,35,20,100,40,20,0
12,12,0,60,173,40,200,20,50,0
12,12,0,61,176,60,20,20,20,0
12,12,0,62,95,60,200,80,100,1
12,12,0,63,18,20,50,100,20,1
12,12,0,64,129,40,500,100,50,1
12,12,0,65,2,20,20,60,10,0
12,12,0,66,37,20,100,80,20,1
12,12,0,67,156,100,100,20,100,0
12,12,0,68,139,60,500,100,20,0
12,12,0,69,57,60,100,100,50,1
12,12,0,70,115,20,500,80,100,1
12,12,0,71,30,80,50,100,20,1
12,12,0,72,89,60,200,80,10,0
12,12,0,73,161,80,200,40,100,0
12,12,0,74,159,100,200,20,100,0
12,12,0,75,104,20,500,100,10,0
12,12,0,76,78,40,200,80,10,0
12,12,0,77,22,40,50,60,20,0
12,12,0,78,148,80,500,100,50,0
12,12,0,79,73,20,200,40,100,1
12,12,0,80,105,20,500,40,20,1
12,12,0,81,34,20,100,100,10,0
12,12,0,82,82,40,200,100,20,0
12,12,0,83,168,100,10,80,10,0
12,12,0,84,8,60,20,80,10,0
12,12,0,85,83,40,200,60,50,0
12,12,0,86,55,60,100,100,20,0
12,12,0,87,21,40,50,100,10,1
12,12,0,88,94,60,200,100,50,1
12,12,0,89,10,80,20,100,10,0
12,12,0,90,25,60,50,80,10,0
12,12,0,91,33,20,100,80,10,1
12,12,0,92,76,20,200,100,100,1
12,12,0,93,99,80,200,100,50,0
12,12,0,94,79,40,200,100,10,0
12,12,0,95,65,20,200,40,20,0
12,12,0,96,124,40,500,60,20,0
12,12,0,97,70,20,200,60,50,1
12,12,0,98,116,20,500,100,100,1
12,12,0,99,102,20,500,60,10,0
12,12,0,100,98,80,200,100,20,1
12,12,0,101,122,40,500,80,10,0
12,12,0,102,171,60,20,20,10,0
12,12,0,103,56,60,100,80,50,0
12,12,0,104,44,40,100,80,10,0
12,12,0,105,145,60,500,100,200,1
12,12,0,106,166,60,200,20,10,0
12,12,0,107,97,80,200,100,10,1
12,12,0,108,42,20,100,100,50,0
12,12,0,109,121,40,500,60,10,1
12,12,0,110,3,20,20,80,10,1
12,12,0,111,31,20,100,40,10,1
12,12,0,112,43,40,100,60,10,0
12,12,0,113,91,60,200,80,20,0
12,12,0,114,84,40,200,80,50,1
12,12,0,115,54,60,100,80,20,0
12,12,0,116,165,20,50,20,10,0
12,12,0,117,72,20,200,100,50,1
12,12,0,118,45,40,100,100,10,0
12,12,0,119,13,20,50,80,10,1
12,12,0,120,178,60,500,60,200,0
12,12,0,121,88,40,200,100,100,0
12,12,0,122,24,40,50,100,20,1
12,12,0,123,63,20,200,80,10,1
12,12,0,124,15,20,50,40,20,1
12,12,0,125,26,60,50,100,10,0
12,12,0,126,170,80,500,40,500,0
12,12,0,127,69,20,200,40,50,1
12,12,0,128,136,60,500,80,10,1
12,12,0,129,41,20,100,80,50,1
12,12,0,130,162,80,200,80,100,0
12,12,0,131,109,20,500,40,50,0
12,12,0,132,143,60,500,100,100,1
12,12,0,133,64,20,200,100,10,1
12,12,0,134,60,80,100,100,50,1
12,12,0,135,40,20,100,60,50,1
12,12,0,136,175,100,200,40,50,0
12,12,0,137,1,20,20,40,10,1
12,12,0,138,132,40,500,100,100,1
12,12,0,139,179,100,200,20,20,0
12,12,0,140,11,20,50,40,10,1
12,12,0,141,152,100,100,100,20,0
12,12,0,142,146,80,500,100,10,1
12,12,0,143,133,40,500,60,200,1
12,12,0,144,36,20,100,60,20,1
12,12,0,145,14,20,50,100,10,1
12,12,0,146,100,80,200,100,100,1
12,12,0,147,38,20,100,100,20,1
12,12,0,148,49,40,100,60,50,1
12,12,0,149,9,60,20,100,10,1
12,12,0,150,74,20,200,60,100,1
12,12,0,151,23,40,50,80,20,0
12,12,0,152,51,40,100,100,50,0
12,12,0,153,93,60,200,80,50,0
