order,sub_no,cond,trial,id,p,x,q,y,choice
1,2,0,68,170,80,500,40,500,0
1,2,0,69,148,80,500,100,50,0
1,2,0,70,175,100,200,40,50,0
1,2,0,71,50,40,100,80,50,1
1,2,0,72,3,20,20,80,10,1
1,2,0,73,40,20,100,60,50,1
1,2,0,74,38,20,100,100,20,1
1,2,0,75,100,80,200,100,100,1
1,2,0,76,99,80,200,100,50,0
1,2,0,77,9,60,20,100,10,0
1,2,0,78,87,40,200,80,100,1
1,2,0,79,22,40,50,60,20,0
1,2,0,80,133,40,500,60,200,1
1,2,0,81,33,20,100,80,10,0
1,2,0,82,109,20,500,40,50,0
1,2,0,83,84,40,200,80,50,0
1,2,0,84,123,40,500,100,10,0
1,2,0,85,20,40,50,80,10,0
1,2,0,86,89,60,200,80,10,0
1,2,0,87,153,100,10,20,10,0
1,2,0,88,86,40,200,60,100,1
1,2,0,89,29,80,50,100,10,0
1,2,0,90,8,60,20,80,10,0
1,2,0,91,136,60,500,80,10,0
1,2,0,92,10,80,20,100,10,0
1,2,0,93,155,20,500,20,100,0
1,2,0,94,15,20,50,40,20,0
1,2,0,95,128,40,500,80,50,1
1,2,0,96,49,40,100,60,50,0
1,2,0,97,110,20,500,60,50,0
1,2,0,98,119,20,500,80,200,1
1,2,0,99,139,60,500,100,20,0
1,2,0,100,111,20,500,80,50,1
1,2,0,101,70,20,200,60,50,1
1,2,0,102,43,40,100,60,10,0
1,2,0,103,165,20,50,20,10,0
1,2,0,104,101,20,500,40,10,0
1,2,0,105,124,40,500,60,20,0
1,2,0,106,6,40,20,80,10,0
1,2,0,107,159,100,200,20,100,0
1,2,0,108,30,80,50,100,20,0
1,2,0,109,65,20,200,40,20,0
1,2,0,110,112,20,500,100,50,0
1,2,0,111,72,20,200,100,50,0
1,2,0,112,76,20,200,100,100,1
1,2,0,113,64,20,200,100,10,0
1,2,0,114,42,20,100,100,50,1
1,2,0,115,61,20,200,40,10,0
1,2,0,116,174,80,500,60,20,0
1,2,0,117,106,20,500,60,20,0
1,2,0,118,73,20,200,40,100,1
1,2,0,119,162,80,200,80,100,0
1,2,0,120,160,60,500,20,500,0
1,2,0,121,114,20,500,60,100,1
1,2,0,122,96,60,200,100,100,1
1,2,0,123,169,20,500,20,50,0
1,2,0,124,80,40,200,60,20,0
1,2,0,125,88,40,200,100,100,1
1,2,0,126,16,20,50,60,20,1
1,2,0,127,146,80,500,100,10,0
1,2,0,128,2,20,20,60,10,0
1,2,0,129,176,60,20,20,20,0
1,2,0,130,47,40,100,80,20,0
1,2,0,131,113,20,500,40,100,1
1,2,0,132,48,40,100,100,20,0
1,2,0,133,121,40,500,60,10,0
1,2,0,134,103,20,500,80,10,0
1,2,0,135,118,20,500,60,200,1
1,2,0,136,5,40,20,60,10,0
1,2,0,137,134,40,500,80,200,1
1,2,0,138,28,60,50,100,20,1
1,2,0,139,31,20,100,40,10,0
1,2,0,140,157,80,200,80,20,0
1,2,0,141,26,60,50,100,10,0
1,2,0,142,95,60,200,80,100,1
1,2,0,143,35,20,100,40,20,0
1,2,0,144,178,60,500,60,200,0
1,2,0,145,60,80,100,100,50,0
1,2,0,146,151,100,500,80,20,0
1,2,0,147,104,20,500,100,10,0
1,2,0,148,11,20,50,40,10,0
1,2,0,149,158,40,100,20,10,0
1,2,0,150,44,40,100,80,10,0
1,2,0,151,152,100,100,100,20,0
1,2,0,152,90,60,200,100,10,0
1,2,0,153,27,60,50,80,20,0
1,2,0,154,163,40,200,40,10,0
1,2,0,155,59,80,100,100,20,0
1,2,0,156,116,20,500,100,100,1
1,2,0,157,142,60,500,80,100,0
1,2,0,158,52,60,100,80,10,0
1,2,0,159,120,20,500,100,200,1
1,2,0,160,85,40,200,100,50,1
1,2,0,161,131,40,500,80,100,1
1,2,0,162,122,40,500,80,10,0
1,2,0,163,63,20,200,80,10,0
1,2,0,164,32,20,100,60,10,0
1,2,0,165,83,40,200,60,50,0
1,2,0,166,145,60,500,100,200,1
1,2,0,167,24,40,50,100,20,1
1,2,0,168,25,60,50,80,10,0
1,2,0,169,46,40,100,60,20,0
1,2,0,170,138,60,500,80,20,0
1,2,0,171,39,20,100,40,50,0
1,2,0,172,137,60,500,100,10,0
1,2,0,173,7,40,20,100,10,1
1,2,0,174,21,40,50,100,10,0
1,2,0,175,161,80,200,40,100,0
1,2,0,176,58,80,100,100,10,0
1,2,0,177,140,60,500,80,50,0
1,2,0,178,127,40,500,60,50,0
1,2,0,179,147,80,500,100,20,0
2,7,1,0,68,20,490,100,310,1
2,7,1,1,53,60,460,100,10,0
2,7,1,2,163,40,490,40,10,0
2,7,1,3,109,20,500,40,410,1
2,7,1,4,179,100,490,20,310,0
2,7,1,5,165,20,410,20,10,0
2,7,1,6,46,40,460,60,310,0
2,7,1,7,32,20,460,60,10,0
2,7,1,8,45,40,460,100,10,0
2,7,1,9,142,60,500,80,460,1
2,7,1,10,61,20,490,40,10,0
2,7,1,11,127,40,500,60,410,1
2,7,1,12,95,60,490,80,460,1
2,7,1,13,168,100,10,80,10,0
2,7,1,14,91,60,490,80,310,0
2,7,1,15,30,80,410,100,310,0
2,7,1,16,132,40,500,100,460,1
2,7,1,17,89,60,490,80,10,0
2,7,1,18,72,20,490,100,410,1
2,7,1,19,146,80,500,100,10,0
2,7,1,20,120,20,500,100,490,1
2,7,1,21,85,40,490,100,410,1
2,7,1,22,167,100,490,100,10,0
2,7,1,23,110,20,500,60,410,1
2,7,1,24,60,80,460,100,410,1
2,7,1,25,62,20,490,60,10,0
2,7,1,26,124,40,500,60,310,0
2,7,1,27,139,60,500,100,310,1
2,7,1,28,25,60,410,80,10,0
2,7,1,29,38,20,460,100,310,1
2,7,1,30,137,60,500,100,10,0
2,7,1,31,153,100,10,20,10,0
2,7,1,32,104,20,500,100,10,0
2,7,1,33,126,40,500,100,310,1
2,7,1,34,117,20,500,40,490,1
2,7,1,35,31,20,460,40,10,0
2,7,1,36,52,60,460,80,10,0
2,7,1,37,65,20,490,40,310,1
2,7,1,38,64,20,490,100,10,0
2,7,1,39,123,40,500,100,10,0
2,7,1,40,144,60,500,80,490,1
2,7,1,41,99,80,490,100,410,0
2,7,1,42,42,20,460,100,410,1
2,7,1,43,177,100,490,80,410,0
2,7,1,44,75,20,490,80,460,1
2,7,1,45,33,20,460,80,10,0
2,7,1,46,115,20,500,80,460,1
2,7,1,47,50,40,460,80,410,1
2,7,1,48,102,20,500,60,10,0
2,7,1,49,13,20,410,80,10,0
2,7,1,50,17,20,410,80,310,1
2,7,1,51,22,40,410,60,310,1
2,7,1,52,136,60,500,80,10,0
2,7,1,53,1,20,310,40,10,0
2,7,1,54,157,80,490,80,310,0
2,7,1,55,87,40,490,80,460,1
2,7,1,56,26,60,410,100,10,0
2,7,1,57,73,20,490,40,460,1
2,7,1,58,131,40,500,80,460,1
2,7,1,59,27,60,410,80,310,0
2,7,1,60,173,40,490,20,410,0
2,7,1,61,171,60,310,20,10,0
2,7,1,62,134,40,500,80,490,1
2,7,1,63,23,40,410,80,310,0
2,7,1,64,76,20,490,100,460,1
2,7,1,65,3,20,310,80,10,0
2,7,1,66,10,80,310,100,10,0
2,7,1,67,49,40,460,60,410,1
2,7,1,68,162,80,490,80,460,0
2,7,1,69,96,60,490,100,460,1
2,7,1,70,125,40,500,80,310,0
2,7,1,71,92,60,490,100,310,1
2,7,1,72,57,60,460,100,410,1
2,7,1,73,58,80,460,100,10,0
2,7,1,74,114,20,500,60,460,1
2,7,1,75,150,80,500,100,490,1
2,7,1,76,56,60,460,80,410,1
2,7,1,77,140,60,500,80,410,1
2,7,1,78,151,100,500,80,310,0
2,7,1,79,158,40,460,20,10,0
2,7,1,80,36,20,460,60,310,1
2,7,1,81,51,40,460,100,410,1
2,7,1,82,43,40,460,60,10,0
2,7,1,83,79,40,490,100,10,0
2,7,1,84,2,20,310,60,10,0
2,7,1,85,94,60,490,100,410,1
2,7,1,86,81,40,490,80,310,1
2,7,1,87,122,40,500,80,10,0
2,7,1,88,129,40,500,100,410,1
2,7,1,89,44,40,460,80,10,0
2,7,1,90,106,20,500,60,310,0
2,7,1,91,7,40,310,100,10,0
2,7,1,92,80,40,490,60,310,0
2,7,1,93,35,20,460,40,310,1
2,7,1,94,88,40,490,100,460,1
2,7,1,95,8,60,310,80,10,0
2,7,1,96,40,20,460,60,410,1
2,7,1,97,71,20,490,80,410,1
2,7,1,98,55,60,460,100,310,1
2,7,1,99,160,60,500,20,500,0
2,7,1,100,128,40,500,80,410,1
2,7,1,101,178,60,500,60,490,0
2,7,1,102,105,20,500,40,310,0
2,7,1,103,6,40,310,80,10,0
2,7,1,104,100,80,490,100,460,1
2,7,1,105,174,80,500,60,310,0
2,7,1,106,180,60,410,20,410,0
2,7,1,107,103,20,500,80,10,0
2,7,1,108,172,80,310,60,10,0
2,7,1,109,15,20,410,40,310,1
2,7,1,110,16,20,410,60,310,1
2,7,1,111,41,20,460,80,410,1
2,7,1,112,9,60,310,100,10,0
2,7,1,113,121,40,500,60,10,0
2,7,1,114,70,20,490,60,410,0
2,7,1,115,155,20,500,20,460,0
2,7,1,116,59,80,460,100,310,0
2,7,1,117,149,80,500,100,460,1
2,7,1,118,90,60,490,100,10,0
2,7,1,119,69,20,490,40,410,1
2,7,1,120,66,20,490,60,310,1
2,7,1,121,135,40,500,100,490,1
2,7,1,122,112,20,500,100,410,1
2,7,1,123,82,40,490,100,310,1
2,7,1,124,67,20,490,80,310,1
2,7,1,125,138,60,500,80,310,0
2,7,1,126,156,100,460,20,460,0
2,7,1,127,152,100,460,100,310,0
2,7,1,128,19,40,410,60,10,0
2,7,1,129,21,40,410,100,10,0
2,7,1,130,133,40,500,60,490,1
2,7,1,131,86,40,490,60,460,1
2,7,1,132,24,40,410,100,310,1
2,7,1,133,11,20,410,40,10,0
2,7,1,134,107,20,500,80,310,1
2,7,1,135,113,20,500,40,460,1
2,7,1,136,147,80,500,100,310,0
2,7,1,137,108,20,500,100,310,1
2,7,1,138,169,20,500,20,410,0
2,7,1,139,148,80,500,100,410,0
2,7,1,140,118,20,500,60,490,1
2,7,1,141,111,20,500,80,410,1
2,7,1,142,143,60,500,100,460,1
2,7,1,143,78,40,490,80,10,0
2,7,1,144,4,20,310,100,10,0
2,7,1,145,12,20,410,60,10,0
2,7,1,146,29,80,410,100,10,0
2,7,1,147,84,40,490,80,410,1
2,7,1,148,175,100,490,40,410,0
2,7,1,149,176,60,310,20,310,0
2,7,1,150,39,20,460,40,410,1
2,7,1,151,34,20,460,100,10,0
2,7,1,152,54,60,460,80,310,0
2,7,1,153,154,80,500,40,310,0
2,7,1,154,48,40,460,100,310,1
2,7,1,155,83,40,490,60,410,1
2,7,1,156,37,20,460,80,310,1
2,7,1,157,18,20,410,100,310,1
2,7,1,158,47,40,460,80,310,1
2,7,1,159,5,40,310,60,10,0
2,7,1,160,28,60,410,100,310,1
2,7,1,161,166,60,490,20,10,0
2,7,1,162,116,20,500,100,460,1
2,7,1,163,93,60,490,80,410,1
2,7,1,164,14,20,410,100,10,0
2,7,1,165,145,60,500,100,490,1
2,7,1,166,164,100,490,100,460,0
2,7,1,167,130,40,500,60,460,1
2,7,1,168,98,80,490,100,310,0
2,7,1,169,119,20,500,80,490,1
2,7,1,170,161,80,490,40,460,0
2,7,1,171,97,80,490,100,10,0
2,7,1,172,159,100,490,20,460,0
2,7,1,173,63,20,490,80,10,0
2,7,1,174,74,20,490,60,460,1
2,7,1,175,77,40,490,60,10,0
2,7,1,176,20,40,410,80,10,0
2,7,1,177,101,20,500,40,10,0
2,7,1,178,170,80,500,40,500,0
2,7,1,179,141,60,500,100,410,1
3,8,0,0,89,60,200,80,10,1
3,8,0,1,129,40,500,100,50,1
3,8,0,2,41,20,100,80,50,1
3,8,0,3,16,20,50,60,20,1
3,8,0,4,86,40,200,60,100,1
3,8,0,5,139,60,500,100,20,1
3,8,0,6,161,80,200,40,100,0
3,8,0,7,22,40,50,60,20,1
3,8,0,8,135,40,500,100,200,1
3,8,0,9,176,60,20,20,20,0
3,8,0,10,156,100,100,20,100,0
3,8,0,11,71,20,200,80,50,1
3,8,0,12,53,60,100,100,10,1
3,8,0,13,155,20,500,20,100,0
3,8,0,14,42,20,100,100,50,1
3,8,0,15,105,20,500,40,20,0
3,8,0,16,15,20,50,40,20,1
3,8,0,17,119,20,500,80,200,1
3,8,0,18,60,80,100,100,50,0
3,8,0,19,137,60,500,100,10,1
3,8,0,20,54,60,100,80,20,1
3,8,0,21,43,40,100,60,10,0
3,8,0,22,13,20,50,80,10,1
3,8,0,23,123,40,500,100,10,1
3,8,0,24,180,60,50,20,50,0
3,8,0,25,98,80,200,100,20,0
3,8,0,26,166,60,200,20,10,0
3,8,0,27,80,40,200,60,20,0
3,8,0,28,112,20,500,100,50,1
3,8,0,29,4,20,20,100,10,1
3,8,0,30,2,20,20,60,10,1
3,8,0,31,162,80,200,80,100,0
3,8,0,32,171,60,20,20,10,0
3,8,0,33,134,40,500,80,200,1
3,8,0,34,122,40,500,80,10,1
3,8,0,35,46,40,100,60,20,1
3,8,0,36,83,40,200,60,50,1
3,8,0,37,44,40,100,80,10,1
3,8,0,38,164,100,200,100,100,0
3,8,0,39,28,60,50,100,20,1
3,8,0,40,74,20,200,60,100,1
3,8,0,41,141,60,500,100,50,1
3,8,0,42,96,60,200,100,100,1
3,8,0,43,149,80,500,100,100,0
3,8,0,44,142,60,500,80,100,1
3,8,0,45,3,20,20,80,10,1
3,8,0,46,85,40,200,100,50,1
3,8,0,47,72,20,200,100,50,1
3,8,0,48,37,20,100,80,20,1
3,8,0,49,109,20,500,40,50,0
3,8,0,50,35,20,100,40,20,0
3,8,0,51,111,20,500,80,50,1
3,8,0,52,151,100,500,80,20,0
3,8,0,53,12,20,50,60,10,1
3,8,0,54,69,20,200,40,50,0
3,8,0,55,11,20,50,40,10,0
3,8,0,56,79,40,200,100,10,1
3,8,0,57,64,20,200,100,10,1
3,8,0,58,174,80,500,60,20,0
3,8,0,59,49,40,100,60,50,1
3,8,0,60,81,40,200,80,20,1
3,8,0,61,125,40,500,80,20,1
3,8,0,62,143,60,500,100,100,1
3,8,0,63,23,40,50,80,20,1
3,8,0,64,78,40,200,80,10,1
3,8,0,65,56,60,100,80,50,1
3,8,0,66,24,40,50,100,20,1
3,8,0,67,100,80,200,100,100,0
3,8,0,68,29,80,50,100,10,0
3,8,0,69,173,40,200,20,50,0
3,8,0,70,175,100,200,40,50,0
3,8,0,71,170,80,500,40,500,0
3,8,0,72,84,40,200,80,50,1
3,8,0,73,19,40,50,60,10,0
3,8,0,74,7,40,20,100,10,1
3,8,0,75,130,40,500,60,100,0
3,8,0,76,47,40,100,80,20,1
3,8,0,77,172,80,20,60,10,0
3,8,0,78,115,20,500,80,100,1
3,8,0,79,148,80,500,100,50,0
3,8,0,80,168,100,10,80,10,0
3,8,0,81,126,40,500,100,20,1
3,8,0,82,138,60,500,80,20,0
3,8,0,83,160,60,500,20,500,0
3,8,0,84,94,60,200,100,50,1
3,8,0,85,21,40,50,100,10,1
3,8,0,86,114,20,500,60,100,1
3,8,0,87,31,20,100,40,10,0
3,8,0,88,50,40,100,80,50,1
3,8,0,89,73,20,200,40,100,1
3,8,0,90,131,40,500,80,100,1
3,8,0,91,124,40,500,60,20,0
3,8,0,92,18,20,50,100,20,1
3,8,0,93,106,20,500,60,20,1
3,8,0,94,26,60,50,100,10,1
3,8,0,95,10,80,20,100,10,1
3,8,0,96,127,40,500,60,50,0
3,8,0,97,146,80,500,100,10,0
3,8,0,98,39,20,100,40,50,1
3,8,0,99,68,20,200,100,20,1
3,8,0,100,120,20,500,100,200,1
3,8,0,101,65,20,200,40,20,0
3,8,0,102,1,20,20,40,10,1
3,8,0,103,165,20,50,20,10,0
3,8,0,104,99,80,200,100,50,1
3,8,0,105,92,60,200,100,20,1
3,8,0,106,33,20,100,80,10,1
3,8,0,107,52,60,100,80,10,1
3,8,0,108,32,20,100,60,10,1
3,8,0,109,108,20,500,100,20,1
3,8,0,110,104,20,500,100,10,1
3,8,0,111,45,40,100,100,10,1
3,8,0,112,20,40,50,80,10,1
3,8,0,113,144,60,500,80,200,1
3,8,0,114,147,80,500,100,20,0
3,8,0,115,61,20,200,40,10,0
3,8,0,116,167,100,200,100,10,0
3,8,0,117,67,20,200,80,20,1
3,8,0,118,8,60,20,80,10,1
3,8,0,119,97,80,200,100,10,0
3,8,0,120,152,100,100,100,20,0
3,8,0,121,6,40,20,80,10,1
3,8,0,122,55,60,100,100,20,1
3,8,0,123,178,60,500,60,200,0
3,8,0,124,30,80,50,100,20,1
3,8,0,125,93,60,200,80,50,1
3,8,0,126,157,80,200,80,20,0
3,8,0,127,145,60,500,100,200,1
3,8,0,128,25,60,50,80,10,1
3,8,0,129,51,40,100,100,50,1
3,8,0,130,158,40,100,20,10,0
3,8,0,131,116,20,500,100,100,1
3,8,0,132,154,80,500,40,20,0
3,8,0,133,101,20,500,40,10,0
3,8,0,134,77,40,200,60,10,0
3,8,0,135,159,100,200,20,100,0
3,8,0,136,121,40,500,60,10,0
3,8,0,137,140,60,500,80,50,1
3,8,0,138,59,80,100,100,20,0
3,8,0,139,63,20,200,80,10,1
3,8,0,140,48,40,100,100,20,1
3,8,0,141,57,60,100,100,50,1
3,8,0,142,153,100,10,20,10,0
3,8,0,143,132,40,500,100,100,1
3,8,0,144,82,40,200,100,20,1
3,8,0,145,102,20,500,60,10,0
3,8,0,146,90,60,200,100,10,1
3,8,0,147,5,40,20,60,10,1
3,8,0,148,113,20,500,40,100,0
3,8,0,149,150,80,500,100,200,1
3,8,0,150,95,60,200,80,100,1
3,8,0,151,70,20,200,60,50,1
3,8,0,152,117,20,500,40,200,1
3,8,0,153,133,40,500,60,200,0
