ws	0	1073
0	0	5747
0	1	2959
0	2	6
0	3	1
0	4	210
0	5	77
0	6	226
0	9	1
0	16	1
0	17	1
0	21	1
0	56	129
0	57	2
0	60	6
0	61	2
0	62	1
0	256	931
0	257	4
0	258	652
0	259	189
0	261	11
0	266	15
0	267	3
0	268	7
0	272	1
0	273	1
0	274	10
0	275	3
0	277	154
0	282	8
0	283	4
0	285	1
0	288	29
0	289	1997
0	290	22
0	291	5
0	292	3
0	298	6
0	299	1
0	304	3
0	305	3187
0	306	7
0	308	138
0	309	1
0	310	6
0	312	15
0	313	1
0	314	22
0	315	7
0	316	5
0	318	1
0	320	1
0	322	218
0	324	1
0	329	8
0	330	19
0	331	2
0	337	18
0	338	4
0	339	5
0	343	563
0	344	27
0	345	14
0	346	11
0	347	239
0	351	4
0	353	52
0	354	19
0	356	12
0	362	57
0	363	13
0	366	3
0	368	141
0	370	10
0	374	2
0	376	15
0	377	11
0	378	234
0	379	13258
0	381	2
0	382	38
0	383	3
0	384	43
0	385	29
0	386	226
0	387	102
0	394	1
0	395	10
0	402	29
0	403	77
0	410	5
0	411	67
0	415	17
0	416	26
0	418	36
0	419	1
0	420	5
0	421	3
0	434	24
0	435	22
0	440	4
0	442	1
0	443	2
0	444	2
0	445	1
0	446	2
0	450	414
0	451	10
0	459	8
0	465	1
0	466	2
0	467	23
0	473	2
0	474	477
0	475	2209
0	477	35
0	478	1
0	479	456
0	480	3
0	481	1
0	482	16
0	483	4
0	484	8
0	485	1570
0	495	1
0	498	21
0	499	36
0	502	4
0	503	12
0	506	5
0	507	53
0	508	2
0	509	109
0	510	929
0	511	6127
0	1408	1
0	2032	19
0	2038	18
# tot=100000, check=45136
ws	1	835
1	0	4384
1	1	1704
1	4	59
1	5	8
1	6	10
1	60	6
1	256	1122
1	257	5
1	258	788
1	259	320
1	261	44
1	266	5
1	267	3
1	268	12
1	272	4
1	273	5
1	274	7
1	277	229
1	282	5
1	288	127
1	289	9861
1	290	12
1	291	1
1	292	1
1	298	7
1	299	1
1	304	9
1	305	3138
1	306	4
1	308	950
1	310	14
1	314	1
1	315	2
1	317	1
1	319	1
1	320	3
1	322	971
1	329	3
1	330	7
1	331	2
1	337	26
1	338	4
1	339	6
1	343	389
1	344	2
1	345	3
1	346	5
1	347	188
1	351	2
1	353	89
1	354	14
1	355	1
1	356	8
1	362	22
1	363	5
1	368	203
1	370	51
1	376	2
1	377	10
1	378	163
1	379	6195
1	380	8
1	381	6
1	382	78
1	383	2
1	384	28
1	385	23
1	386	233
1	387	88
1	394	2
1	395	7
1	402	29
1	403	71
1	410	1
1	411	63
1	415	11
1	416	49
1	417	3
1	418	24
1	419	1
1	420	8
1	421	4
1	434	16
1	435	2
1	442	1
1	444	1
1	446	2
1	450	428
1	451	6
1	458	1
1	459	5
1	464	1
1	466	14
1	467	18
1	474	301
1	475	1942
1	477	28
1	478	3
1	479	483
1	480	5
1	481	3
1	482	20
1	483	1
1	484	12
1	485	2877
1	498	48
1	499	9
1	502	30
1	503	3
1	506	6
1	507	7
1	510	3578
1	511	859
1	1024	1
1	1970	1
1	2032	15
1	2038	17
# tot=100000, check=42707
ws	2	445
2	0	2737
2	1	373
2	2	1
2	6	22
2	256	1278
2	257	3
2	258	1235
2	259	657
2	261	8
2	268	1
2	272	1
2	276	1
2	277	50
2	288	245
2	289	19074
2	290	2
2	292	8
2	304	5
2	305	863
2	308	1610
2	310	77
2	322	2621
2	353	232
2	368	113
2	378	8
2	382	17
2	384	31
2	386	79
2	387	39
2	395	3
2	402	15
2	403	37
2	410	5
2	411	35
2	416	130
2	417	10
2	418	4
2	420	24
2	421	12
2	434	26
2	450	1
2	451	5
2	459	1
2	466	3
2	467	8
2	474	206
2	475	495
2	478	1
2	479	41
2	480	5
2	481	7
2	482	2
2	484	24
2	485	7433
2	498	21
2	502	8
2	506	5
2	509	1
2	510	2065
# tot=100000, check=42024
ws	3	390
3	0	2726
3	1	228
3	6	4
3	256	1287
3	257	2
3	258	1257
3	259	624
3	261	6
3	268	1
3	273	1
3	274	1
3	277	13
3	288	220
3	289	19281
3	290	1
3	292	6
3	304	6
3	305	698
3	308	1695
3	310	78
3	322	2632
3	336	1
3	352	1
3	353	230
3	368	93
3	378	10
3	382	3
3	384	40
3	386	78
3	387	41
3	394	1
3	395	10
3	402	15
3	403	24
3	410	5
3	411	46
3	416	140
3	417	14
3	418	3
3	420	26
3	421	13
3	434	18
3	451	6
3	459	4
3	466	1
3	467	11
3	474	192
3	475	482
3	479	49
3	480	7
3	481	7
3	482	2
3	484	12
3	485	7646
3	486	1
3	498	21
3	502	9
3	506	3
3	510	1854
# tot=100000, check=41886
ws	4	347
4	0	2495
4	1	270
4	256	1173
4	257	2
4	258	1312
4	259	665
4	272	1
4	274	1
4	277	19
4	288	285
4	289	20134
4	292	3
4	304	9
4	305	422
4	308	1810
4	310	53
4	322	2722
4	353	224
4	368	10
4	382	10
4	384	33
4	386	83
4	387	27
4	395	5
4	402	12
4	403	38
4	410	5
4	411	38
4	416	135
4	417	8
4	418	2
4	420	24
4	421	24
4	434	22
4	451	2
4	459	5
4	466	1
4	467	11
4	474	185
4	475	455
4	480	2
4	481	1
4	484	21
4	485	7233
4	498	23
4	502	14
4	506	7
4	510	1979
# tot=100000, check=42015
ws	5	422
5	0	2694
5	1	212
5	2	1
5	6	7
5	256	1341
5	257	4
5	258	1344
5	259	522
5	261	7
5	268	1
5	272	1
5	274	1
5	275	2
5	277	34
5	288	250
5	289	18726
5	290	2
5	292	2
5	304	3
5	305	618
5	306	1
5	308	1608
5	310	68
5	320	1
5	322	2797
5	352	1
5	353	179
5	368	106
5	378	8
5	382	12
5	384	32
5	386	81
5	387	36
5	394	1
5	395	4
5	402	16
5	403	38
5	410	1
5	411	32
5	416	130
5	417	7
5	418	5
5	420	10
5	421	7
5	434	18
5	450	2
5	451	1
5	459	3
5	466	4
5	467	10
5	474	149
5	475	381
5	479	43
5	480	10
5	481	3
5	484	19
5	485	8151
5	498	16
5	502	6
5	506	4
5	509	1
5	510	2079
# tot=100000, check=41853
ws	6	392
6	0	2649
6	1	353
6	2	1
6	6	3
6	256	1301
6	257	1
6	258	1184
6	259	650
6	261	6
6	268	1
6	273	1
6	274	1
6	277	34
6	288	258
6	289	19820
6	290	2
6	292	10
6	304	9
6	305	890
6	308	1854
6	310	34
6	322	2667
6	336	1
6	353	235
6	368	99
6	370	1
6	378	7
6	382	13
6	384	33
6	386	86
6	387	55
6	395	4
6	402	20
6	403	50
6	410	2
6	411	38
6	416	119
6	417	3
6	418	3
6	420	18
6	421	16
6	434	20
6	438	1
6	451	2
6	459	2
6	466	2
6	467	9
6	474	181
6	475	528
6	479	45
6	480	4
6	481	6
6	482	1
6	484	14
6	485	7189
6	498	15
6	502	5
6	506	5
6	510	1797
# tot=100000, check=42358
